FOODNAME,good,sad,tired,stress
핑크퐁 아기상어 요거트케익,0,0,0,1
루피가 구워준 뽀롱뽀롱 마들렌 치즈,0,0,0,1
뽀로로가 좋아하는 딸기 키즈케익,0,0,0,1
핑크퐁 롤리초코,0,0,0,1
우유가 좋은 뽀로로케익,0,0,0,1
바나나가 좋은 에디케익,0,0,0,1
콤비네이션 피자 L,0,0,1,0
페파로니 피자 L,0,0,1,0
포테이토 피자 L,0,0,1,0
고구마 피자 L,0,0,1,0
불고기 피자 L,0,0,1,0
스테이크 불갈비 피자 L,0,0,1,0
치킨 텐더 피자 L,0,0,1,0
하와이안 쉬림프 피자 L,0,0,1,0
맵신피자 L,0,0,1,0
몬스터 콤비네이션 피자 L,0,0,1,0
몬스터 이탈리안 피자 L,0,0,1,0
몬스터 포테이토 피자 L,0,0,1,0
몬스터 고구마 피자 L,0,0,1,0
몬스터 불고기 피자 L,0,0,1,0
몬스터 하와이안 쉬림프 피자 L,0,0,1,0
깐풍 피자 L,0,0,1,0
쉬림프 깐풍 피자 L,0,0,1,0
골드 이탈리안 치즈 피자 L,0,0,1,0
골드 콤비네이션 피자 L,0,0,1,0
골드 페파로니 피자 L,0,0,1,0
골드 포테이토 피자 L,0,0,1,0
골드 고구마 피자 L,0,0,1,0
골드 불고기 피자 L,0,0,1,0
골드 스테이크 불갈비 피자 L,0,0,1,0
골드 치킨텐더 피자 L,0,0,1,0
골드 하와이언 쉬림프 피자 L,0,0,1,0
골드 맵신피자 L,0,0,1,0
골드 깐풍 피자 L,0,0,1,0
골드 쉬림프 깐풍 피자 L,0,0,1,0
이탈리안 치즈 피자 바이트 L,0,0,1,0
콤비네이션 바이트 피자 L,0,0,1,0
페파로니 피자 바이트 L,0,0,1,0
포테이토 피자 바이트 L,0,0,1,0
고구마 피자 바이트 L,0,0,1,0
불고기 피자 바이트 L,0,0,1,0
스테이크 불갈비 피자 바이트 L,0,0,1,0
치킨 텐더 피자 바이트 L,0,0,1,0
하와이안 쉬림프 피자 바이트 L,0,0,1,0
맵신피자 바이트 L,0,0,1,0
깐풍 피자 바이트 L,0,0,1,0
쉬림프 깐풍 피자 바이트 L,0,0,1,0
크림고구마 피자 L,0,0,1,0
불닭피자 피자 L,0,0,1,0
달콤포테이토 피자 L,0,0,1,0
갈비치킨피자 L,0,0,1,0
도이치 소시지 피자 L,0,0,1,0
우삼겹피자 L,0,0,1,0
몽뻬르 피자 L,0,0,1,0
크레이지 불새 피자 L,0,0,1,0
치폴레 스테이크 피자 L,0,0,1,0
씨푸드 새게 피자 새우와 게살의 댄스타임 L,0,0,1,0
치즈 핵폭탄 피자 L,0,0,1,0
치즈 폭탄 피자 L,0,0,1,0
리얼 시카고 오리지널 피자 L,0,0,1,0
BBQ리얼 시카고 L,0,0,1,0
시푸드 리얼 시카고 L,0,0,1,0
크림쉬림프피자 L,0,0,1,0
고르곤졸라피자 L,0,0,1,0
반달피자 L,0,0,1,0
칠리치즈 포테이토 피자 L,0,0,1,0
점보 콤비네이션피자 L,0,0,1,0
후라이드 치킨 L,1,0,0,0
양념 치킨 L,1,0,1,0
매운 치킨 L,1,0,1,1
간장 치킨 L,1,0,1,0
갈비 치킨 L,1,0,1,0
이탈리안 치즈 피자,0,0,1,0
콤비네이션 피자,0,0,1,0
페파로니 피자,0,0,1,0
포테이토 피자,0,0,1,0
고구마 피자,0,0,1,0
불고기 피자,0,0,1,0
스테이크 불갈비 피자,0,0,1,0
치킨 텐더 피자,0,0,1,0
맵신 피자,0,0,1,0
하와이안 쉬림프 피자,0,0,1,0
깐풍 피자,0,0,1,0
쉬림프 깐풍 피자,0,0,1,0
몬스터 콤비네이션 피자,0,0,1,0
몬스터 이탈리안 피자,0,0,1,0
몬스터 포테이토 피자,0,0,1,0
몬스터 고구마 피자,0,0,1,0
몬스터 불고기 피자,0,0,1,0
몬스터 하와이안 쉬림프 피자,0,0,1,0
후라이드 치킨,1,0,0,0
양념 치킨,1,0,1,0
매운 치킨,1,0,1,1
간장 치킨,1,0,1,0
갈비 치킨,1,0,1,0
고구마무스 추가 라지,0,0,1,0
고구마무스 추가 점보,0,0,0,0
토핑 치즈 추가 라지,0,0,0,0
토핑 치즈 추가 점보,0,0,0,0
치즈크러스트 추가 라지,0,0,0,0
치즈크러스트 추가 점보,0,0,0,0
골드 추가 라지,0,0,0,0
골드 추가 점보,0,0,0,0
바이트 추가 라지,0,0,0,0
바이트 추가 점보,0,0,0,0
치즈 오븐 스파게티,0,0,0,0
고구마 오븐 스파게티,0,0,0,0
케이준 오븐 스파게티,0,0,0,0
마떡,0,0,0,0
치즈마떡,0,0,0,0
치킨텐더 10조각,1,0,0,0
로스트 윙/봉 6조각,1,0,0,0
로스트 윙/봉 10조각,1,0,0,0
구운닭 set box,1,0,0,0
구운닭 단품,1,0,0,0
매운닭 set box,1,0,0,1
매운닭 단품,1,0,1,1
반반한닭 set box,1,0,1,0
반반한닭 단품,1,0,1,0
시즌배터 양념 포테이토,1,0,0,0
쏘야그라탕 소세지야채,0,0,0,0
그릴 더 쏘&윙 소세지+윙,1,1,0,0
베이크 치킨,1,0,0,0
윙봉 치킨 박스,1,0,1,0
롱치즈스틱 2ea,0,0,0,0
롱치즈스틱 3ea,0,0,0,0
새우링 4ea,0,1,0,0
새우링 8ea,0,1,0,0
깐풍텐더,0,0,0,0
치즈추가,0,0,0,0
고구마 무스,0,0,0,0
골드 추가,0,0,0,0
콤비네이션피자 R,0,0,1,0
스위트 골드피자 L,0,0,1,0
스위트골드피자,0,0,1,0
불고기피자 L,0,0,1,0
불고기피자,0,0,1,0
불고기새우피자 L,0,0,1,0
불고기새우피자,0,0,1,0
야채피자 L,0,0,1,0
야채피자,0,0,1,0
파인애플피자 L,0,0,1,0
파인애플피자,0,0,1,0
치즈피자 L,0,0,1,0
치즈피자,0,0,1,0
페퍼로니피자 L,0,0,1,0
페퍼로니피자,0,0,1,0
고구마피자 L,0,0,1,0
고구마피자,0,0,1,0
포테이토피자 L,0,0,1,0
포테이토피자,0,0,1,0
단호박피자 L,0,0,1,0
단호박피자,0,0,1,0
핫스파이스피자 L,0,0,1,1
핫스파이스피자,0,0,1,1
통새우피자 L,0,0,1,0
통새우피자,0,0,1,0
더블바베큐피자 L,0,0,1,0
더블바베큐피자,0,0,1,0
통감자새우피자 L,0,0,1,0
통감자새우피자,0,0,1,0
육해공피자 L,0,0,1,0
육해공피자,0,0,1,0
베이컨포테이토피자 L,0,0,1,0
베이컨포테이토피자,0,0,1,0
반미터 맛있는피자,0,0,1,0
반미터 생각나는피자,0,0,1,0
농촌피자,0,0,1,0
어촌피자,0,0,1,0
허니고르곤피자,0,0,1,0
반미터 네가지피자,0,0,1,0
바이트골드피자,0,0,1,0
점보피자 콤비,0,0,1,0
점보피자 포테이토,0,0,1,0
점보피자 불고기,0,0,1,0
불케이노피자L,0,0,1,0
불케이노R,0,0,1,0
왕창포테이토피자L,0,0,1,0
왕창포테이토피자R,0,0,1,0
고기농장피자,0,0,1,0
반미터 고기농장피자,0,0,1,0
반미터 콤비네이션,0,0,1,0
반미터 불고기피자,0,0,1,0
반미터 포테이토피자,0,0,1,0
반미터 불새피자,0,0,1,0
반미터 통감자새우피자,0,0,1,0
반미터 통새우피자,0,0,1,0
반미터 페퍼&파인피자,0,0,1,0
피자,0,0,1,0
치즈그라틴스파게티,0,0,1,0
불고기치즈스파게티,0,0,1,0
오븐구이닭,1,0,0,0
59콜치킨,1,0,0,0
피자스틱 고구마,0,0,1,0
피자스틱 감자,0,0,1,0
피자스틱 단호박,0,0,1,0
고구마무스추가,0,0,1,0
치즈크러스트추가,0,0,0,0
치즈크러스트추가 L,0,0,0,0
바이트골드추가,0,0,0,0
흑미도우,0,0,0,0
치즈토핑추가,0,0,0,0
크림스파게티,0,0,0,0
체다엣지추가,0,0,0,0
체다엣지추가 L,0,0,0,0
골드엣지추가,0,0,0,0
골드엣지추가 L,0,0,0,0
고구마크러스트추가,0,0,0,0
고구마크러스트추가 L,0,0,0,0
스테이크 & 치즈 아보카도 랩,0,0,0,0
쉬림프 에그마요 랩,0,0,0,0
치킨 베이컨 미니 랩,0,0,0,0
베이컨 웨지 미니 랩,0,0,0,0
쉬림프,0,0,0,0
쉬림프 아보카도,0,0,0,0
풀드포크,0,0,0,0
스테이크 & 치즈,0,0,0,0
터키 베이컨 아보카도,0,0,0,0
치킨 베이컨 랜치,0,0,0,0
써브웨이 멜트,0,0,0,0
터키 베이컨,0,0,0,0
스파이시 이탈리안,0,0,0,0
치킨 데리야끼,0,0,0,0
로티세리 바비큐 치킨,0,0,0,0
로스트 치킨,0,0,0,0
로스트 비프,0,0,0,0
써브웨이 클럽,0,0,0,0
터키,0,0,0,0
베지,0,0,0,0
에그마요,0,0,0,0
이탈리안 비엠티,0,0,0,0
비엘티,0,0,0,0
미트볼,0,0,0,0
햄,0,0,0,0
참치,0,0,0,0
블랙 포레스트햄 & 에그 치즈,0,0,0,0
웨스턴 에그 & 치즈,0,0,0,0
베이컨 에그 & 치즈,0,0,0,0
스테이크 에그 & 치즈,0,0,0,0
로티세리 치킨,0,0,0,0
웨지 포테이토,0,0,0,0
Cheesy 웨지 포테이토,0,0,0,0
Bacon Cheesy 웨지 포테이토,0,0,0,0
브로콜리 체다 수프,0,0,0,0
베이크 포테이토 수프,0,0,0,0
더블 초코칩 쿠키,0,0,0,1
초코칩 쿠키,0,0,0,1
오트밀 레이즌,0,0,0,1
라즈베리 치즈케익,0,0,0,1
화이트 초코 마카다미아,0,0,0,1
1955 버거,0,0,0,0
베이컨 토마토 디럭스,0,0,0,0
맥스파이시® 상하이 버거,0,0,0,0
슈슈 버거,0,0,0,0
빅맥®,0,0,0,0
더블 1955 버거,0,0,0,0
골든 에그 치즈버거,0,0,0,0
그릴드 머쉬룸 버거,0,0,0,0
더블 불고기 버거,0,0,0,0
에그 불고기 버거,0,0,0,0
불고기 버거,0,0,0,0
슈비 버거,0,0,0,0
더블 쿼터파운더™ 치즈,0,0,0,0
쿼터파운더™ 치즈,0,0,0,0
메가맥,0,0,0,0
크리스피 오리엔탈 치킨버거,0,0,0,0
치즈버거,0,0,0,0
더블 치즈버거,0,0,0,0
햄버거,0,0,0,0
에그 맥머핀,0,0,0,0
베이컨 에그 맥머핀,0,0,0,0
소시지 에그 맥머핀,0,0,0,0
베이컨 토마토 머핀,0,0,0,0
소시지 맥머핀,0,0,0,0
상하이 치킨 스낵랩,0,0,0,0
디럭스 브렉퍼스트,0,0,0,0
핫케익 3조각,0,0,0,1
핫케익 2조각,0,0,0,1
애플 파이,0,0,0,1
골든 모짜렐라 치즈스틱 2조각,0,0,0,0
골든 모짜렐라 치즈스틱 4조각,0,0,0,0
후렌치 후라이 Small,0,0,0,0
후렌치 후라이 Medium,0,0,0,0
후렌치 후라이 Large,0,0,0,0
맥너겟® 4조각,1,0,0,0
맥너겟® 6조각,1,0,0,0
맥너겟® 10조각,1,0,0,0
맥너겟® 20조각,1,0,0,0
맥스파이시® 치킨 텐더 2조각,1,0,0,0
맥스파이시® 치킨 텐더 4조각,1,0,0,0
맥스파이시® 치킨 텐더 8조각,1,0,0,0
해쉬 브라운,0,0,0,0
자두 칠러 Small,0,0,0,1
자두 칠러 Large,0,0,0,1
카페라떼 Small,0,0,0,1
카페라떼 Medium,0,0,0,1
카페라떼 Large,0,0,0,1
아이스 카페라떼 Medium,0,0,0,1
아이스 카페라떼 Large,0,0,0,1
아메리카노 Small,0,0,0,1
아메리카노 Medium,0,0,0,1
아메리카노 Large,0,0,0,1
아이스 아메리카노 Medium,0,0,0,1
아이스 아메리카노 Large,0,0,0,1
카푸치노 Small,0,0,0,1
카푸치노 Medium,0,0,0,1
카푸치노 Large,0,0,0,1
프리미엄 로스트™ 원두커피 Small,0,0,0,1
프리미엄 로스트™ 원두커피 Medium,0,0,0,1
프리미엄 로스트™ 원두커피 Large,0,0,0,1
아이스 커피 Medium,0,0,0,1
아이스 커피 Large,0,0,0,1
바닐라 쉐이크 Medium,0,0,0,1
딸기 쉐이크 Medium,0,0,0,1
초코 쉐이크 Medium,0,0,0,1
코카 콜라?Medium,0,0,0,1
코카 콜라 Large,0,0,0,1
스프라이트 Medium,0,0,0,1
스프라이트 Large,0,0,0,1
환타 Medium,0,0,0,1
환타 Large,0,0,0,1
콘파이,0,0,0,0
스트로베리콘,0,0,0,1
오레오 맥플러리®,0,0,0,1
딸기 오레오 맥플러리®,0,0,0,1
초코 오레오 맥플러리®,0,0,0,1
초코 선데이 아이스크림,0,0,0,1
카라멜 선데이 아이스크림,0,0,0,1
딸기 선데이 아이스크림,0,0,0,1
오레오 아포가토,0,0,0,1
아이스크림콘,0,0,0,1
초코콘,0,0,0,1
뉴올리언스 치킨버거,0,0,0,0
BLT 뉴올리언스치킨버거,0,0,0,0
더블베이컨토마토비프,0,0,0,0
더블와퍼,0,0,0,0
더블해쉬불고기,0,0,0,0
더블트러플머쉬룸와퍼주니어,0,0,0,0
롱치킨디럭스,0,0,0,0
롱치킨버거,0,0,0,0
BLT 롱치킨버거,0,0,0,0
메가몬스터X,0,0,0,0
몬스터X,0,0,0,0
몬스터와퍼,0,0,0,0
몬스터와퍼주니어,0,0,0,0
밸런스 치킨버거,0,0,0,0
베이컨치즈와퍼,0,0,0,0
불고기롱치킨버거,0,0,0,0
불고기와퍼,0,0,0,0
불고기와퍼주니어,0,0,0,0
비프칠리통모짜X,0,0,0,0
비프칠리통모짜와퍼,0,0,0,0
와퍼,0,0,0,0
와퍼주니어,0,0,0,0
치즈와퍼,0,0,0,0
치즈와퍼주니어,0,0,0,0
콰트로치즈와퍼,0,0,0,0
콰트로치즈와퍼주니어,0,0,0,0
통다리치킨버거,0,0,0,0
BLT통다리치킨버거,0,0,0,0
통모짜X,0,0,0,0
통모짜와퍼,0,0,0,0
통모짜와퍼주니어,0,0,0,0
통새우스테이크버거,0,0,0,0
통새우와퍼,0,0,0,0
통새우와퍼주니어,0,0,0,0
트러플 통모짜X,0,0,0,0
트러플 통모짜와퍼,0,0,0,0
트러플머쉬룸X,0,0,0,0
트러플머쉬룸와퍼,0,0,0,0
트러플머쉬룸와퍼주니어,0,0,0,0
베이컨 크루아상,0,0,0,0
에그 크루아상,0,0,0,0
햄 크루아상,0,0,0,0
21치즈스틱,0,0,0,0
너겟킹 4조각,1,0,0,0
너겟킹 6조각,1,0,0,0
너겟킹 10조각,1,0,0,0
바삭킹 2조각,1,0,0,0
바삭킹 4조각,1,0,0,0
바삭킹 8조각,1,0,0,0
볼케이노칠리프라이,0,0,0,0
스트립킹 2조각,1,0,0,0
스트립킹 4조각,1,0,0,0
스트립킹 6조각,1,0,0,0
윙킹 2조각,1,0,0,0
윙킹 4조각,1,0,0,0
윙킹 6조각,1,0,0,0
치즈프라이,0,0,0,0
코코넛 쉬림프 3조각,0,1,0,0
코코넛 쉬림프 6조각,0,1,0,0
코코넛 쉬림프 9조각,0,1,0,0
크리미모짜볼 5조각,0,0,0,0
크리미모짜볼 10조각,0,0,0,0
텐더킹 2조각,1,0,0,0
텐더킹 4조각,1,0,0,0
텐더킹 6조각,1,0,0,0
트러플프라이,0,0,0,0
프렌치프라이 L,0,0,0,0
프렌치프라이,0,0,0,0
아이스아메리카노,0,0,0,1
킹아이스아메리카노,0,0,0,1
라임모히또,0,0,0,1
애플모히또,0,0,0,1
자몽모히또,0,0,0,1
딸기선데,0,0,0,1
바닐라선데,0,0,0,1
초코선데,0,0,0,1
컵 아이스크림,0,0,0,1
트러플허니아이스크림,0,0,0,1
찜햇닭,1,0,0,0
찜햇닭 강정,1,0,0,0
찜햇닭 윙,1,0,0,0
치파오치킨,1,0,0,0
치파오,1,0,0,0
불사치킨,1,0,0,0
불사텐더,1,0,0,0
불사윙,1,0,0,0
후레이크 갈릭치킨,1,0,0,0
어니언치즈 순살뿌치,1,0,0,0
후라이드치킨 통치킨/핫통치킨,1,0,0,1
케이준윙,1,0,0,0
치킨강정,1,0,0,0
케이준강정,1,0,0,0
살사리코버거,0,0,0,0
언빌리버블버거,0,0,0,0
인크레더블버거,0,0,0,0
치즈베이컨버거,0,0,0,0
딥치즈버거,0,0,0,0
불싸이버거,0,0,0,0
화이트갈릭버거,0,0,0,0
디럭스불고기버거,0,0,0,0
싸이버거,0,0,0,0
휠렛버거,0,0,0,0
햄치즈휠렛버거,0,0,0,0
할라피뇨 통살버거,0,0,0,0
통새우버거,0,0,0,0
에그랩,0,0,0,0
베이컨에그랩,0,0,0,0
어니언치즈감자,0,0,0,0
치즈감자,0,0,0,0
할라피뇨너겟 4조각,1,0,0,0
할라피뇨너겟 10조각,1,0,0,0
할라피뇨너겟 22조각,1,0,0,0
매콤김떡만,0,0,0,0
갈릭김떡만,0,0,0,0
텐터로인 2조각,1,0,0,0
팝콘만두 오리지널,0,0,0,0
팝콘만두 어니언치즈,0,0,0,0
팝콘볼,1,0,0,0
케이준양념감자,0,0,0,0
케이준양념감자 중,0,0,0,0
고구마치즈볼,0,0,0,0
휠랩,0,0,0,0
슈퍼베리워터주스,0,0,0,1
레몬홍차,0,0,0,1
홍차,0,0,0,1
홍차,0,0,0,1
복숭아망고스무디 홈카페 전용,0,0,0,1
레몬딸기스무디 홈카페 전용,0,0,0,1
레몬에이드 14oz,0,0,0,1
레몬에이드 20oz,0,0,0,1
레몬티 ICE 14oz,0,0,0,1
레몬티 ICE 20oz,0,0,0,1
허브복숭아티 ICE 14oz,0,0,0,1
허브복숭아티 ICE 20oz,0,0,0,1
허브복숭아티 HOT,0,0,0,1
스트로베리밀크 홈카페 전용,0,0,0,1
스위트망고 홈카페 전용,0,0,0,1
딸기 스무디 홈카페 전용,0,0,0,1
망고 스무디 홈카페 전용,0,0,0,1
카페라떼,0,0,0,1
아메리카노,0,0,0,1
청포도에이드 14oz,0,0,0,1
청포도에이드 20oz,0,0,0,1
망고에이드 14oz,0,0,0,1
망고에이드 20oz 맘사이즈,0,0,0,1
복숭아에이드 14oz,0,0,0,1
복숭아에이드 20oz 맘사이즈,0,0,0,1
오리지널치킨,1,0,0,0
핫크리스피치킨,1,0,0,1
갓양념치킨,1,0,1,0
블랙라벨치킨,1,0,0,0
핫칠리씨치킨,1,0,0,1
징거버거,0,0,0,0
타워버거,0,0,0,0
트위스터,0,0,0,0
징거더블다운맥스,0,0,0,0
핫치즈징거버거,0,0,0,1
치킨불고기버거,0,0,0,0
블랙라벨폴인치즈버거,0,0,0,0
블랙라벨클래식버거,0,0,0,0
트리플리치오리지널버거,0,0,0,0
오리지널타워버거,0,0,0,0
블랙라벨에그타워버거,0,0,0,0
에그타르트,0,0,0,0
콘타르트,0,0,0,0
뉴 비스켓,0,0,0,1
텐더떡볶이,0,0,1,0
후렌치후라이 M,0,0,0,0
후렌치후라이 L,0,0,0,0
치즈후렌치후라이,0,0,0,0
올쉐킷 치즈,0,0,0,0
텐더,1,0,0,0
오징어바이트,0,1,0,0
롱치즈스틱,0,0,0,0
텐더스틱,1,0,0,0
아이스크림,0,0,0,1
닭똥집튀김,1,0,0,0
매콤치킨바,1,0,0,0
생맥주,0,0,0,1
라떼,0,0,0,1
아이스라떼,0,0,0,1
코리안라떼,0,0,0,1
코리안라떼아이스,0,0,0,1
밀크티아이스,0,0,0,1
맥주425ml,0,0,0,1
크리미 어니언 피자,0,0,1,0
스위트 불고기 피자,0,0,1,0
더블 포테이토 피자,0,0,1,0
고구마피자,0,0,1,0
핫리치피자,0,0,1,1
갈릭앤갈릭피자,0,0,1,0
트리플 바비큐피자,0,0,1,0
골든치즈볼피자,0,0,1,0
통새우 불고기피자,0,0,1,0
황금커리피자피자,0,0,1,0
후라이드 치킨,1,0,0,0
양념 치킨,1,0,0,0
탄두리커리 치킨,1,0,0,0
허니갈릭 치킨,1,0,0,0
페퍼간장 치킨,1,0,0,0
치즈 크리스피 치킨,1,0,0,0
스윗콤보 치킨,1,0,0,0
맵고마 치킨,1,0,0,0
고추깐풍 치킨,1,0,0,0
순살 쉬림프골드 치킨,1,0,0,0
순살닭다리 치킨,1,0,0,0
순살화이트 어니언 치킨,1,0,0,0
푸실리 스파게티,0,0,0,0
스틱팩 치즈스틱,0,0,0,0
스트링치즈 m,0,0,0,0
스트링치즈 L,0,0,0,0
뽀빠이 식스팩 메이플 바이츠,0,0,0,1
도와줘요 뽀빠이! 올리브 츄이스티,0,0,0,1
스키피 피넛버터 스트로베리,0,0,0,1
스키피 피넛버터 츄이스티,0,0,0,1
스키피 피넛버터 먼치킨,0,0,0,1
맛있구마! 자색 고구마 필드,0,0,0,1
맛있구마! 못난이 자색 고구마링,0,0,0,1
가을을 속삭이는 밤,0,0,0,1
버터 올드훼션드 먼치킨,0,0,0,1
노르망디 버터밀크바,0,0,0,1
노르망디 버터크림필드,0,0,0,1
솔티드 카라멜 필드,0,0,0,1
솔티드 카라멜 앤 피넛,0,0,0,1
흑당 쫄킹,0,0,0,1
옥수로 잘익은 콘트위스트,0,0,0,1
옥수로 맛있는 콘바이츠,0,0,0,1
허쉬 초코 먼치킨,0,0,0,1
올드훼션드 먼치킨,0,0,0,1
더 쫄깃한 치즈 츄이스티,0,0,0,1
상큼한 봄딸기 비스켓,0,0,0,1
보스톤 크림,0,0,0,1
올드훼션드 글레이즈드,0,0,0,1
던킨 글레이즈드,0,0,0,1
올리브 츄이스티,0,0,0,1
카푸치노 츄이스티,0,0,0,1
사랑에 빠진 하트,0,0,0,1
던킨 카페모카롤,0,0,0,1
허니후리터,0,0,0,1
아몬드초코크런치,0,0,0,1
카카오하니딥,0,0,0,1
허니찹쌀스틱,0,0,0,1
카카오 후로스티드,0,0,0,1
블루베리필드,0,0,0,1
바바리안필드,0,0,0,1
스트로베리필드,0,0,0,1
스트로베리 먼치킨,0,0,0,1
오리지널케익먼치킨,0,0,0,1
카카오하니딥먼치킨,0,0,0,1
바바리안먼치킨,0,0,0,1
멀티그레인 베이글,0,0,0,0
소시지 인 치즈 베이글,0,0,0,0
치즈 인 치즈 베이글,0,0,0,0
스키피 피넛버터 머핀,0,0,0,1
녹차 초코칩 머핀,0,0,0,1
아메리칸 콘 브레드,0,0,0,1
카카오팬브라우니,0,0,0,1
비프칠리핫도그,0,0,0,1
브리오슈핫도그,0,0,0,1
페스츄리 그릴드치즈,0,0,0,0
웨이크업랩,0,0,0,0
떠먹는 떡볶이 도넛,0,0,0,0
페스츄리 크로크무슈,0,0,0,0
치킨 머쉬룸 플랫브레드,0,0,0,0
스파이시 치킨 치아바타,0,0,0,0
베이컨에그 잉글리쉬머핀,0,0,0,0
햄에그 잉글리쉬머핀,0,0,0,0
그릭슈바인소시지로만든모짜렐라핫도그,0,0,0,1
 앳홈그릭슈바인 소시지로 만든 핫도그,0,0,0,1
 앳홈 크림치즈프렛즐,0,0,0,0
 앳홈 치킨퀘사디아,0,0,0,0
 앳홈 스파이시 치킨 브리또,0,0,0,0
아이스 아메리카노,0,0,0,1
카페라떼,0,0,0,1
아이스 카페라떼,0,0,0,1
아이스 카페모카,0,0,0,1
카라멜마끼아또,0,0,0,1
아이스 카라멜마끼아또,0,0,0,1
아이스 바닐라라떼,0,0,0,1
폼나는 콜드브루 아메리카노,0,0,0,1
코코넛 콜드브루 크러쉬,0,0,0,1
콜드브루 아메리카노,0,0,0,1
콜드브루 라떼,0,0,0,1
콜드브루 허니라떼,0,0,0,1
콜드브루 보틀,0,0,0,1
폼나는 메종드 카라멜,0,0,0,1
폼나는 롱비치블루 아메리카노®,0,0,0,1
롱비치블루 아이스 바닐라라떼,0,0,0,1
롱비치블루 아이스 카페모카,0,0,0,1
롱비치블루 카라멜마끼아또,0,0,0,1
롱비치블루 아이스 카페라떼,0,0,0,1
롱비치블루 아이스 아메리카노,0,0,0,1
롱비치블루 바닐라라떼,0,0,0,1
롱비치블루 카페모카,0,0,0,1
롱비치블루 아이스 카라멜마끼아또,0,0,0,1
롱비치블루 카푸치노,0,0,0,1
롱비치블루 카페라떼,0,0,0,1
롱비치블루 아메리카노,0,0,0,1
스트로베리 바나나 쿨라타,0,0,0,1
오렌지 망고 쿨라타,0,0,0,1
청포도 봉봉 쿨라타,0,0,0,1
허니딸기라떼,0,0,0,1
미숫가루 크러쉬,0,0,0,1
블랙버블 미숫가루 크러쉬,0,0,0,1
허쉬 모카 던카치노,0,0,0,1
블랙버블 허쉬 크러쉬,0,0,0,1
깔라만시 크러쉬,0,0,0,1
제주감귤 아이스 크러쉬,0,0,0,1
수박 크러쉬,0,0,0,1
카라멜 던카치노,0,0,0,1
레몬에이드,0,0,0,1
아이스티 복숭아,0,0,0,1
미숫가루 라떼,0,0,0,1
제주 청귤 블렌딩 티,0,0,0,1
폼나는 아이스 밀크티,0,0,0,1
폼나는 아이스 그린티 라떼,0,0,0,1
블랙버블 라떼,0,0,0,1
블랙버블 밀크티,0,0,0,1
퍼스트브레이크,0,0,0,1
런마테,0,0,0,1
유자 블렌딩티,0,0,0,1
레몬 블렌딩티,0,0,0,1
핫초코,0,0,0,1
아이스 초코,0,0,0,1
밀크티 라떼,0,0,0,1
아이스 밀크티 라떼,0,0,0,1
아이스 밀크티 라떼,0,0,0,1
그린티라떼,0,0,0,1
코코넛앤망고 스노우 빙수,0,0,0,1
밀크 스노우 빙수,0,0,0,1
아이스 요거트,0,0,0,1
아이스 블루,0,0,0,1
아이스 초코치노,0,0,0,1
아이스 바닐라,0,0,0,1
모닝콤보 오렌지 주스,0,0,0,1
아이스 맨하탄 드립 커피,0,0,0,1
첼시바이브 아메리카노,0,0,0,1
첼시바이브 아이스아메리카노,0,0,0,1
첼시바이브 아이스카페라떼,0,0,0,1
첼시바이브 카푸치노,0,0,0,1
첼시바이브 카페라떼,0,0,0,1
연유 버터 라우겐,0,0,0,0
볼매 연유크림 브레드,0,0,0,1
옥수수 범벅,0,0,0,0
고메 미트볼 고로케,0,0,0,1
골든 고구마 패스트리,0,0,0,1
반반모스,0,0,0,1
황금파이만주,0,0,0,1
오리지날 뺑오레쟁,0,0,0,1
바통쉬크레,0,0,0,0
크리스피쇼콜라,0,0,0,1
갈릭퐁당브레드,0,0,0,0
초코호두 브리오쉬,0,0,0,0
흑미 찹쌀 토스트 식빵,0,0,0,0
고메버터식빵,0,0,0,0
통우유식빵,0,0,0,0
통우유식빵 Half,0,0,0,0
흑심 품은 맘모스,0,0,0,0
사르르 고구마 케이크 빵,0,0,0,1
달콤한 흑당 꿀 도넛 3개입,0,0,0,1
베리베리 건강브레드,0,0,0,0
생크림 만난 마롱 브레드,0,0,0,1
고소하고 쫄깃한 찹쌀브레드,0,0,0,0
슈크림소보로,0,0,0,1
새콤달콤 유자파이,0,0,0,1
라우겐 2개입,0,0,0,0
생크림 듬뿍 망고 패스트리,0,0,0,1
요거크림 듬뿍 블루베리 패스트리,0,0,0,1
크림 듬뿍 파이슈,0,0,0,1
NEW정통고로케,0,0,0,1
NEW김치고로케,0,0,0,1
NEW바베큐치킨고로케,0,0,0,1
치킨마요브레드,0,0,0,0
부추잡채고로케,0,0,0,1
골든피치패스트리,0,0,0,1
청포도패스트리,0,0,0,1
TLJ 옥수수 듬뿍 옥수수식빵,0,0,0,0
소금버터빵,0,0,0,0
빵속에리얼초코,0,0,0,0
아몬드보스톡,0,0,0,0
카라멜러스크,0,0,0,0
NEW고소한후랑크소시지,0,0,0,0
NEW어니언소시지포카치아,0,0,0,0
크림가득 인절미 브레드,0,0,0,1
오리지널뺑오쇼콜라,0,0,0,1
NEW단팥소보로,0,0,0,1
신선함이 가득한 11시 생크림식빵,0,0,0,0
탕종법으로 만든 쫄깃한 식빵,0,0,0,0
후레쉬 크림빵,0,0,0,1
쫄깃한 찹쌀도넛,0,0,0,1
호두 연유 바게트,0,0,0,0
한입쏘옥 크림치즈파이,0,0,0,1
오리지널 크라상,0,0,0,1
