FOODNAME,good,sad,tired,stress
아메리카노R,0,0,0,1
아메리카노L,0,0,0,1
카페라떼R,0,0,0,1
카페라떼L,0,0,0,1
헤이즐넛 카푸치노,0,0,0,1
카라멜 라떼 마끼아또R,0,0,0,1
카라멜 라떼 마끼아또L,0,0,0,1
바닐라 라떼 마끼아또R,0,0,0,1
바닐라 라떼 마끼아또L,0,0,0,1
화이트초콜릿 라떼마끼아또R,0,0,0,1
화이트초콜릿 라떼마끼아또L,0,0,0,1
카페모카R,0,0,0,1
카페모카L,0,0,0,1
마녀 그라니따,0,0,0,1
제주 감귤 패션 프룻 주스,0,0,0,1
제주 감귤 패션 프룻 주스 ICED,0,0,0,1
제주 선셋 감귤 크러쉬 ICED,0,0,0,1
머스캣 민트 티 토닉,0,0,0,1
패션 망고 티 펀치,0,0,0,1
패션 망고 티 펀치 ICED,0,0,0,1
하동 말차 펌 크림티 ICED,0,0,0,1
하동 말차 펌 크림티,0,0,0,1
토로네 라떼,0,0,0,1
토로네 라떼 ICED,0,0,0,1
흑당 펄 밀크 그라니따,0,0,0,1
흑당 펄 콜드브루 라떼,0,0,0,1
흑당 펄 라떼R,0,0,0,1
흑당 펄 밀크티R,0,0,0,1
코코넛 콜드브루 라떼,0,0,0,1
연유 콜드브루 플로트,0,0,0,1
치즈 수플레 미니케익,0,0,0,1
더블 프로마쥬 케익,0,0,0,1
리얼 다크 타르트,0,0,0,1
까사링고 레몬,0,0,0,1
까사링고 티라미수,0,0,0,1
수플레 치즈케익,0,0,0,1
초코 밀크푸딩무스,0,0,0,1
리치 가나슈 케익,0,0,0,1
오리지널 티라미수 컵,0,0,0,1
레드벨벳 케익,0,0,0,1
스윗 마운틴,0,0,0,1
쇼콜라 스퀘어,0,0,0,1
스트로베리 스퀘어,0,0,0,1
레몬 크레이프,0,0,0,1
딸기 크레이프,0,0,0,1
티라미수 크레이프,0,0,0,1
블랙쿠키 치즈케익,0,0,0,1
스트로베리 그라니따,0,0,0,1
복숭아 그라니따,0,0,0,1
레몬 민트 그라니따,0,0,0,1
그린티 그라니따,0,0,0,1
망고 요거트 그라니따,0,0,0,1
플레인 요거트 그라니따,0,0,0,1
스트로베리 요거트 그라니따,0,0,0,1
블루베리 요거트 그라니따,0,0,0,1
자바칩 민트 그라니따,0,0,0,1
에스프레소 콘파나 그라니따,0,0,0,1
카라멜 콘파나 그라니따,0,0,0,1
모카 콘파나 그라니따,0,0,0,1
아이스티 복숭아/라즈베리,0,0,0,1
콜드브루 밀크티,0,0,0,1
청순밀크티 보틀,0,0,0,1
루이보스 크림티,0,0,0,1
루이보스 크림티 ICED,0,0,0,1
캐모마일 프루티,0,0,0,1
캐모마일 프루티 ICED,0,0,0,1
히비스커스 뱅쇼,0,0,0,1
영그레이 얼그레이,0,0,0,1
퍼스트 브레이크 잉글리시 브렉퍼스트,0,0,0,1
커즈마인 시트러스 캐모마일,0,0,0,1
오렌지 보스 루이보스 오렌지,0,0,0,1
민트크루 민트 멜랑주,0,0,0,1
프루티 하동 머스캣 그린티,0,0,0,1
키위 주스,0,0,0,1
오렌지 주스,0,0,0,1
루비자몽 주스,0,0,0,1
루비자몽 핫주스,0,0,0,1
오렌지 핫주스,0,0,0,1
레몬 스파클링,0,0,0,1
자몽 스파클링,0,0,0,1
베리 스파클링,0,0,0,1
청포도 스파클링,0,0,0,1
핫 초콜릿,0,0,0,1
아이스 초콜릿,0,0,0,1
불고기 크림 리소토,0,0,0,0
클래식 햄 로제 리소토,0,0,0,0
치킨듬뿍 보틀샐러드,0,0,0,0
동글동글 보틀 샐러드,0,0,0,0
버라이어티 치즈 포카챠,0,0,0,0
화이트 트러플 오일 크로크무슈,0,0,0,0
스크램블 햄 에그,0,0,0,0
스크램블 베이컨 에그,0,0,0,0
파니니 이탈리안 치킨,0,0,0,0
파니니 햄&머쉬룸,0,0,0,0
파니니 클래식,0,0,0,0
파니니 불고기,0,0,0,0
파니니 풀드포크,0,0,0,0
이탈리안 포카챠,0,0,0,0
햄치즈 피아디나,0,0,0,0
양송이 스프,0,0,0,0
클램 차우더 스프,0,0,0,0
햄&코울슬로 샌드위치,0,0,0,0
BLT 샌드위치,0,0,0,0
쉬림프 도리아,0,0,0,0
햄치즈 크라상 샌드위치,0,0,0,0
치킨 살사 랩 샌드위치,0,0,0,0
햄치즈 BOX,0,0,0,0
BLT BOX,0,0,0,0
플레인 스콘,0,0,0,0
이탈리안 팡도르,0,0,0,1
정통 크라상,0,0,0,1
애플파이,0,0,0,1
미니 푀이테,0,0,0,1
옥수수 스콘,0,0,0,0
크랜베리 스콘,0,0,0,0
블랙쿠키 머핀,0,0,0,1
더블 치즈 브레드,0,0,0,0
에그 타르트,0,0,0,0
티라미수 타르트,0,0,0,1
콰트로 치즈 타르트,0,0,0,0
허니브레드+생크림,0,0,0,0
허니브레드+젤라또,0,0,0,0
애플 시나몬 허니 브레드,0,0,0,0
몽블랑 데니쉬,0,0,0,1
퀸아망,0,0,0,1
마카다미아 데니쉬,0,0,0,1
레몬얼그레이 우드파운드,0,0,0,1
피칸시나몬 우드파운드,0,0,0,1
레몬마들렌,0,0,0,1
브라우니 피칸&초코,0,0,0,0
파스쿠찌 슈케트,0,0,0,0
바닐라 마카롱,0,0,0,1
크런치 아몬드 초콜릿 브라운,0,0,0,1
크런치 아몬드 초콜릿 다크,0,0,0,1
콰트로 치즈 파운드,0,0,0,1
마들렌,0,0,0,1
프랑보아즈 피낭시에,0,0,0,1
피낭시에,0,0,0,1
미니 바움쿠헨,0,0,0,1
쉘카라멜,0,0,0,1
카라멜 & 치즈 팝콘,0,0,0,1
초코피칸 쿠키,0,0,0,1
더블퍼지 쿠키,0,0,0,1
얼그레이 쿠키,0,0,0,1
뛰일 아몬드,0,0,0,1
아마레나 체리 젤라또,0,0,0,1
요거트 젤라또,0,0,0,1
딸기 젤라또,0,0,0,1
초콜릿 젤라또,0,0,0,1
피오르 디 라떼 젤라또,0,0,0,1
와이키키 R 석쇠,0,0,1,0
와이키키 R 치즈링,0,0,1,0
와이키키 R 리코타링,0,0,1,0
와이키키 R 골드스윗,0,0,1,0
와이키키 L 석쇠,0,0,1,0
와이키키 L 치즈링,0,0,1,0
와이키키 L 리코타링,0,0,1,0
와이키키 L 골드스윗,0,0,1,0
리치고구마치킨 R 석쇠,0,0,1,0
리치고구마치킨 R 치즈링,0,0,1,0
리치고구마치킨 R 리코타링,0,0,1,0
리치고구마치킨 R 골드스윗,0,0,1,0
리치고구마치킨 L 석쇠,0,0,1,0
리치고구마치킨 L 치즈링,0,0,1,0
리치고구마치킨 L 리코타링,0,0,1,0
리치고구마치킨 L 골드스윗,0,0,1,0
칠리불갈비 R 석쇠,0,0,1,0
칠리불갈비 R 치즈링,0,0,1,0
칠리불갈비 R 리코타링,0,0,1,0
칠리불갈비 R 골드스윗,0,0,1,0
칠리불갈비 L 석쇠,0,0,1,0
칠리불갈비 L 치즈링,0,0,1,0
칠리불갈비 L 리코타링,0,0,1,0
칠리불갈비 L 골드스윗,0,0,1,0
언더더시 R 석쇠,0,0,1,0
언더더시 R 치즈링,0,0,1,0
언더더시 R 리코타링,0,0,1,0
언더더시 R 골드스윗,0,0,1,0
언더더시 L 석쇠,0,0,1,0
언더더시 L 치즈링,0,0,1,0
언더더시 L 리코타링,0,0,1,0
언더더시 L 골드스윗,0,0,1,0
해쉬베이컨 R 석쇠,0,0,1,0
해쉬베이컨 R 치즈링,0,0,1,0
해쉬베이컨 R 리코타링,0,0,1,0
해쉬베이컨 R 골드스윗,0,0,1,0
해쉬베이컨 L 석쇠,0,0,1,0
해쉬베이컨 L 치즈링,0,0,1,0
해쉬베이컨 L 리코타링,0,0,1,0
해쉬베이컨 L 골드스윗,0,0,1,0
고구마 R 석쇠,0,0,1,0
고구마 R 치즈링,0,0,1,0
고구마 R 리코타링,0,0,1,0
고구마 R 골드스윗,0,0,1,0
고구마 L 석쇠,0,0,1,0
고구마 L 치즈링,0,0,1,0
고구마 L 리코타링,0,0,1,0
고구마 L 골드스윗,0,0,1,0
더블치즈 R 석쇠,0,0,1,0
더블치즈 R 치즈링,0,0,1,0
더블치즈 R 리코타링,0,0,1,0
더블치즈 R 골드스윗,0,0,1,0
더블치즈 L 석쇠,0,0,1,0
더블치즈 L 치즈링,0,0,1,0
더블치즈 L 리코타링,0,0,1,0
더블치즈 L 골드스윗,0,0,1,0
더블치즈 G 석쇠,0,0,1,0
더블치즈 G 치즈링,0,0,1,0
더블치즈 G 리코타링,0,0,1,0
더블치즈 G 골드스윗,0,0,1,0
흥부 포테이토 R 석쇠,0,0,1,0
흥부 포테이토 R 치즈링,0,0,1,0
흥부 포테이토 R 리코타링,0,0,1,0
흥부 포테이토 R 골드스윗,0,0,1,0
흥부 포테이토 L 석쇠,0,0,1,0
흥부 포테이토 L 치즈링,0,0,1,0
흥부 포테이토 L 리코타링,0,0,1,0
흥부 포테이토 L 골드스윗,0,0,1,0
흥부 포테이토 G 석쇠,0,0,1,0
흥부 포테이토 G 치즈링,0,0,1,0
흥부 포테이토 G 리코타링,0,0,1,0
흥부 포테이토 G 골드스윗,0,0,1,0
불고기 R 석쇠,0,0,1,0
불고기 R 치즈링,0,0,1,0
불고기 R 리코타링,0,0,1,0
불고기 R 골드스윗,0,0,1,0
불고기 L 석쇠,0,0,1,0
불고기 L 치즈링,0,0,1,0
불고기 L 리코타링,0,0,1,0
불고기 L 골드스윗,0,0,1,0
불고기 G 석쇠,0,0,1,0
불고기 G 치즈링,0,0,1,0
불고기 G 리코타링,0,0,1,0
불고기 G 골드스윗,0,0,1,0
슈퍼콤비네이션 R 석쇠,0,0,1,0
슈퍼콤비네이션 R 치즈링,0,0,1,0
슈퍼콤비네이션 R 리코타링,0,0,1,0
슈퍼콤비네이션 R 골드스윗,0,0,1,0
슈퍼콤비네이션 L 석쇠,0,0,1,0
슈퍼콤비네이션 L 치즈링,0,0,1,0
슈퍼콤비네이션 L 리코타링,0,0,1,0
슈퍼콤비네이션 L 골드스윗,0,0,1,0
슈퍼콤비네이션 G 석쇠,0,0,1,0
슈퍼콤비네이션 G 치즈링,0,0,1,0
슈퍼콤비네이션 G 리코타링,0,0,1,0
슈퍼콤비네이션 G 골드스윗,0,0,1,0
페페로니 R 석쇠,0,0,1,0
페페로니 R 치즈링,0,0,1,0
페페로니 R 리코타링,0,0,1,0
페페로니 R 골드스윗,0,0,1,0
페페로니 L 석쇠,0,0,1,0
페페로니 L 치즈링,0,0,1,0
페페로니 L 리코타링,0,0,1,0
페페로니 L 골드스윗,0,0,1,0
페페로니 G 석쇠,0,0,1,0
페페로니 G 치즈링,0,0,1,0
페페로니 G 리코타링,0,0,1,0
페페로니 G 골드스윗,0,0,1,0
칠리새우 R 석쇠,0,0,1,0
칠리새우 R 치즈링,0,0,1,0
칠리새우 R 리코타링,0,0,1,0
칠리새우 R 골드스윗,0,0,1,0
칠리새우 L 석쇠,0,0,1,0
칠리새우 L 치즈링,0,0,1,0
칠리새우 L 리코타링,0,0,1,0
칠리새우 L 골드스윗,0,0,1,0
반&반 R 석쇠,0,0,1,0
반&반 R 치즈링,0,0,1,0
반&반 R 리코타링,0,0,1,0
반&반 R 골드스윗,0,0,1,0
반&반 L 석쇠,0,0,1,0
반&반 L 치즈링,0,0,1,0
반&반 L 리코타링,0,0,1,0
반&반 L 골드스윗,0,0,1,0
놀부단호박 R 석쇠,0,0,1,0
놀부단호박 R 치즈링,0,0,1,0
놀부단호박 R 리코타링,0,0,1,0
놀부단호박 R 골드스윗,0,0,1,0
놀부단호박 L 석쇠,0,0,1,0
놀부단호박 L 치즈링,0,0,1,0
놀부단호박 L 리코타링,0,0,1,0
놀부단호박 L 골드스윗,0,0,1,0
7번가스페셜 R 석쇠,0,0,1,0
7번가스페셜 R 치즈링,0,0,1,0
7번가스페셜 R 리코타링,0,0,1,0
7번가스페셜 R 골드스윗,0,0,1,0
7번가스페셜 L 석쇠,0,0,1,0
7번가스페셜 L 치즈링,0,0,1,0
7번가스페셜 L 리코타링,0,0,1,0
7번가스페셜 L 골드스윗,0,0,1,0
홍대피자 R 석쇠,0,0,1,0
홍대피자 R 치즈링,0,0,1,0
홍대피자 R 리코타링,0,0,1,0
홍대피자 R 골드스윗,0,0,1,0
홍대피자 L 석쇠,0,0,1,0
홍대피자 L 치즈링,0,0,1,0
홍대피자 L 리코타링,0,0,1,0
홍대피자 L 골드스윗,0,0,1,0
체다골드 포테이토 R 석쇠,0,0,1,0
체다골드 포테이토 R 치즈링,0,0,1,0
체다골드 포테이토 R 리코타링,0,0,1,0
체다골드 포테이토 R 골드스윗,0,0,1,0
체다골드 포테이토 L 석쇠,0,0,1,0
체다골드 포테이토 L 치즈링,0,0,1,0
체다골드 포테이토 L 리코타링,0,0,1,0
체다골드 포테이토 L 골드스윗,0,0,1,0
깐쇼불갈비 R 석쇠,0,0,1,0
깐쇼불갈비 R 치즈링,0,0,1,0
깐쇼불갈비 R 리코타링,0,0,1,0
깐쇼불갈비 R 골드스윗,0,0,1,0
깐쇼불갈비 L 석쇠,0,0,1,0
깐쇼불갈비 L 치즈링,0,0,1,0
깐쇼불갈비 L 리코타링,0,0,1,0
깐쇼불갈비 L 골드스윗,0,0,1,0
콘길리에 파스타,0,0,0,0
치즈까르보나라 스파게티,0,0,0,0
오븐스파게티,0,0,0,0
치킨오븐텐더 5PCS,1,0,0,0
화이어윙 4PCS,1,0,0,0
핫윙 4PCS,1,0,0,1
통통새우링 4PCS,0,1,0,0
치즈볼 8PCS,0,0,0,0
나폴리샐러드,0,0,0,0
통쌀치킨 8pcs,1,0,0,0
치킨샘플러,1,0,0,0
시즈닝포테이토,0,0,0,0
수제피클,0,0,0,0
수퍼 파파스 오리지널®,0,0,1,0
수퍼 파파스 오리지널 L,0,0,1,0
수퍼 파파스 오리지널 F,0,0,1,0
수퍼 파파스 오리지널 P,0,0,1,0
수퍼 파파스 골드링 L,0,0,1,0
수퍼 파파스 골드링 F,0,0,1,0
수퍼 파파스 골드링 P,0,0,1,0
수퍼 파파스 치즈롤 L,0,0,1,0
수퍼 파파스 치즈롤 F,0,0,1,0
수퍼 파파스 치즈롤 P,0,0,1,0
수퍼 파파스 씬 F,0,0,1,0
수퍼 파파스 골드링 씬 F,0,0,1,0
올미트 오리지널®,0,0,1,0
올미트 오리지널 L,0,0,1,0
올미트 오리지널 F,0,0,1,0
올미트 오리지널 P,0,0,1,0
올미트 골드링 L,0,0,1,0
올미트 골드링 F,0,0,1,0
올미트 골드링 P,0,0,1,0
올미트 치즈롤 L,0,0,1,0
올미트 치즈롤 F,0,0,1,0
올미트 치즈롤 P,0,0,1,0
올미트 씬 F,0,0,1,0
올미트 골드링 씬 F,0,0,1,0
가든 스페셜 오리지널®,0,0,1,0
가든 스페셜 오리지널 L,0,0,1,0
가든 스페셜 오리지널 F,0,0,1,0
가든 스페셜 오리지널 P,0,0,1,0
가든 스페셜 골드링 L,0,0,1,0
가든 스페셜 골드링 F,0,0,1,0
가든 스페셜 골드링 P,0,0,1,0
가든 스페셜 치즈롤 L,0,0,1,0
가든 스페셜 치즈롤 F,0,0,1,0
가든 스페셜 치즈롤 P,0,0,1,0
가든 스페셜 씬 F,0,0,1,0
가든 스페셜 골드링 씬 F,0,0,1,0
페퍼로니 오리지널®,0,0,1,0
페퍼로니 오리지널 L,0,0,1,0
페퍼로니 오리지널 F,0,0,1,0
페퍼로니 오리지널 P,0,0,1,0
페퍼로니 골드링 L,0,0,1,0
페퍼로니 골드링 F,0,0,1,0
페퍼로니 골드링 P,0,0,1,0
페퍼로니 치즈롤 L,0,0,1,0
페퍼로니 치즈롤 F,0,0,1,0
페퍼로니 치즈롤 P,0,0,1,0
페퍼로니 씬 F,0,0,1,0
페퍼로니 골드링 씬 F,0,0,1,0
마가리타 오리지널®,0,0,1,0
마가리타 오리지널 L,0,0,1,0
마가리타 오리지널 F,0,0,1,0
마가리타 오리지널 P,0,0,1,0
마가리타 골드링 L,0,0,1,0
마가리타 골드링 F,0,0,1,0
마가리타 골드링 P,0,0,1,0
마가리타 치즈롤 L,0,0,1,0
마가리타 치즈롤 F,0,0,1,0
마가리타 치즈롤 P,0,0,1,0
마가리타 씬 F,0,0,1,0
마가리타 골드링 씬 F,0,0,1,0
아이리쉬 포테이토 오리지널®,0,0,1,0
아이리쉬 포테이토 오리지널 L,0,0,1,0
아이리쉬 포테이토 오리지널 F,0,0,1,0
아이리쉬 포테이토 오리지널 P,0,0,1,0
아이리쉬 포테이토 골드링 L,0,0,1,0
아이리쉬 포테이토 골드링 F,0,0,1,0
아이리쉬 포테이토 골드링 P,0,0,1,0
아이리쉬 포테이토 치즈롤 L,0,0,1,0
아이리쉬 포테이토 치즈롤 F,0,0,1,0
아이리쉬 포테이토 치즈롤 P,0,0,1,0
아이리쉬 포테이토 씬 F,0,0,1,0
아이리쉬 포테이토 골드링 씬 F,0,0,1,0
핫 앤 스파이시 멕시칸 오리지널®,0,0,1,1
핫 앤 스파이시 멕시칸 오리지널 L,0,0,1,1
핫 앤 스파이시 멕시칸 오리지널 F,0,0,1,1
핫 앤 스파이시 멕시칸 오리지널 P,0,0,1,1
핫 앤 스파이시 멕시칸 골드링 L,0,0,1,1
핫 앤 스파이시 멕시칸 골드링 F,0,0,1,1
핫 앤 스파이시 멕시칸 골드링 P,0,0,1,1
핫 앤 스파이시 멕시칸 치즈롤 L,0,0,1,1
핫 앤 스파이시 멕시칸 치즈롤 F,0,0,1,1
핫 앤 스파이시 멕시칸 치즈롤 P,0,0,1,1
핫 앤 스파이시 멕시칸 씬 F,0,0,1,1
핫 앤 스파이시 멕시칸 골드링 씬 F,0,0,1,1
하와이안 오리지널®,0,0,1,0
하와이안 오리지널 L,0,0,1,0
하와이안 오리지널 F,0,0,1,0
하와이안 오리지널 P,0,0,1,0
하와이안 골드링 L,0,0,1,0
하와이안 골드링 F,0,0,1,0
하와이안 골드링 P,0,0,1,0
하와이안 치즈롤 L,0,0,1,0
하와이안 치즈롤 F,0,0,1,0
하와이안 치즈롤 P,0,0,1,0
하와이안 씬 F,0,0,1,0
하와이안 골드링 씬 F,0,0,1,0
슈림프 알프레도 씬 F,0,0,1,0
스파이시 치킨 랜치 오리지널®,0,0,1,0
스파이시 치킨 랜치 오리지널 L,0,0,1,0
스파이시 치킨 랜치 오리지널 F,0,0,1,0
스파이시 치킨 랜치 오리지널 P,0,0,1,0
스파이시 치킨 랜치 골드링 L,0,0,1,0
스파이시 치킨 랜치 골드링 F,0,0,1,0
스파이시 치킨 랜치 골드링 P,0,0,1,0
스파이시 치킨 랜치 치즈롤 L,0,0,1,0
스파이시 치킨 랜치 치즈롤 F,0,0,1,0
스파이시 치킨 랜치 치즈롤 P,0,0,1,0
스파이시 치킨 랜치 씬 F,0,0,1,0
스파이시 치킨 랜치 골드링 씬 F,0,0,1,0
핫 치킨 바베큐 오리지널®,0,0,1,1
핫 치킨 바베큐 오리지널 L,0,0,1,1
핫 치킨 바베큐 오리지널 F,0,0,1,1
핫 치킨 바베큐 오리지널 P,0,0,1,1
핫 치킨 바베큐 골드링 L,0,0,1,1
핫 치킨 바베큐 골드링 F,0,0,1,1
핫 치킨 바베큐 골드링 P,0,0,1,1
핫 치킨 바베큐 치즈롤 L,0,0,1,1
핫 치킨 바베큐 치즈롤 F,0,0,1,1
핫 치킨 바베큐 치즈롤 P,0,0,1,1
핫 치킨 바베큐 씬 F,0,0,1,1
핫 치킨 바베큐 골드링 씬 F,0,0,1,1
멜로우 머쉬룸 오리지널®,0,0,1,0
멜로우 머쉬룸 오리지널 L,0,0,1,0
멜로우 머쉬룸 오리지널 F,0,0,1,0
멜로우 머쉬룸 오리지널 P,0,0,1,0
멜로우 머쉬룸 골드링 L,0,0,1,0
멜로우 머쉬룸 골드링 F,0,0,1,0
멜로우 머쉬룸 골드링 P,0,0,1,0
멜로우 머쉬룸 치즈롤 L,0,0,1,0
멜로우 머쉬룸 치즈롤 F,0,0,1,0
멜로우 머쉬룸 치즈롤 P,0,0,1,0
멜로우 머쉬룸 씬 F,0,0,1,0
멜로우 머쉬룸 골드링 씬 F,0,0,1,0
치킨 바베큐 오리지널®,0,0,1,0
치킨 바베큐 오리지널 L,0,0,1,0
치킨 바베큐 오리지널 F,0,0,1,0
치킨 바베큐 오리지널 P,0,0,1,0
치킨 바베큐 골드링 L,0,0,1,0
치킨 바베큐 골드링 F,0,0,1,0
치킨 바베큐 골드링 P,0,0,1,0
치킨 바베큐 치즈롤 L,0,0,1,0
치킨 바베큐 치즈롤 F,0,0,1,0
치킨 바베큐 치즈롤 P,0,0,1,0
치킨 바베큐 씬 F,0,0,1,0
치킨 바베큐 골드링 씬 F,0,0,1,0
치킨 수퍼 파파스 오리지널®,0,0,1,0
치킨 수퍼 파파스 오리지널 L,0,0,1,0
치킨 수퍼 파파스 오리지널 F,0,0,1,0
치킨 수퍼 파파스 오리지널 P,0,0,1,0
치킨 수퍼 파파스 골드링 L,0,0,1,0
치킨 수퍼 파파스 골드링 F,0,0,1,0
치킨 수퍼 파파스 골드링 P,0,0,1,0
치킨 수퍼 파파스 치즈롤 L,0,0,1,0
치킨 수퍼 파파스 치즈롤 F,0,0,1,0
치킨 수퍼 파파스 치즈롤 P,0,0,1,0
치킨 수퍼 파파스 씬 F,0,0,1,0
치킨 수퍼 파파스 골드링 씬 F,0,0,1,0
스파이시 이탈리안 오리지널 L,0,0,1,0
스파이시 이탈리안 오리지널 F,0,0,1,0
스파이시 이탈리안 오리지널 P,0,0,1,0
스파이시 이탈리안 골드링 L,0,0,1,0
스파이시 이탈리안 골드링 F,0,0,1,0
스파이시 이탈리안 골드링 P,0,0,1,0
스파이시 이탈리안 치즈롤 L,0,0,1,0
스파이시 이탈리안 치즈롤 F,0,0,1,0
스파이시 이탈리안 치즈롤 P,0,0,1,0
스파이시 이탈리안 씬 F,0,0,1,0
스파이시 이탈리안 골드링 씬 F,0,0,1,0
식스 치즈 오리지널 L,0,0,1,0
식스 치즈 오리지널 F,0,0,1,0
식스 치즈 오리지널 P,0,0,1,0
식스 치즈 골드링 L,0,0,1,0
식스 치즈 골드링 F,0,0,1,0
식스 치즈 골드링 P,0,0,1,0
식스 치즈 치즈롤 L,0,0,1,0
식스 치즈 치즈롤 F,0,0,1,0
식스 치즈 치즈롤 P,0,0,1,0
식스 치즈 씬 F,0,0,1,0
식스 치즈 골드링 씬 F,0,0,1,0
존스 페이버릿 오리지널 L,0,0,1,0
존스 페이버릿 오리지널 F,0,0,1,0
존스 페이버릿 오리지널 P,0,0,1,0
존스 페이버릿 골드링 L,0,0,1,0
존스 페이버릿 골드링 F,0,0,1,0
존스 페이버릿 골드링 P,0,0,1,0
존스 페이버릿 치즈롤 L,0,0,1,0
존스 페이버릿 치즈롤 F,0,0,1,0
존스 페이버릿 치즈롤 P,0,0,1,0
존스 페이버릿 씬 F,0,0,1,0
존스 페이버릿 골드링 씬 F,0,0,1,0
프리미엄 직화불고기 오리지널 L,0,0,1,0
프리미엄 직화불고기 오리지널 F,0,0,1,0
프리미엄 직화불고기 오리지널 P,0,0,1,0
프리미엄 직화불고기 골드링 L,0,0,1,0
프리미엄 직화불고기 골드링 F,0,0,1,0
프리미엄 직화불고기 골드링 P,0,0,1,0
프리미엄 직화불고기 치즈롤 L,0,0,1,0
프리미엄 직화불고기 치즈롤 F,0,0,1,0
프리미엄 직화불고기 치즈롤 P,0,0,1,0
프리미엄 직화불고기 씬 F,0,0,1,0
프리미엄 직화불고기 골드링 씬 F,0,0,1,0
더블 치즈버거 오리지널 L,0,0,1,0
더블 치즈버거 오리지널 F,0,0,1,0
더블 치즈버거 오리지널 P,0,0,1,0
더블 치즈버거 골드링 L,0,0,1,0
더블 치즈버거 골드링 F,0,0,1,0
더블 치즈버거 골드링 P,0,0,1,0
더블 치즈버거 치즈롤 L,0,0,1,0
더블 치즈버거 치즈롤 F,0,0,1,0
더블 치즈버거 치즈롤 P,0,0,1,0
더블 치즈버거 씬 F,0,0,1,0
더블 치즈버거 골드링 씬 F,0,0,1,0
갈릭 페퍼 스테이크 오리지널 L,0,0,1,0
갈릭 페퍼 스테이크 오리지널 F,0,0,1,0
갈릭 페퍼 스테이크 오리지널 P,0,0,1,0
갈릭 페퍼 스테이크 골드링 L,0,0,1,0
갈릭 페퍼 스테이크 골드링 F,0,0,1,0
갈릭 페퍼 스테이크 골드링 P,0,0,1,0
갈릭 페퍼 스테이크 치즈롤 L,0,0,1,0
갈릭 페퍼 스테이크 치즈롤 F,0,0,1,0
갈릭 페퍼 스테이크 치즈롤 P,0,0,1,0
갈릭 페퍼 스테이크 씬 F,0,0,1,0
갈릭 페퍼 스테이크 골드링 씬 F,0,0,1,0
감바스 피자 오리지널 L,0,0,1,0
감바스 피자 오리지널 F,0,0,1,0
감바스 피자 오리지널 P,0,0,1,0
감바스 피자 골드링 L,0,0,1,0
감바스 피자 골드링 F,0,0,1,0
감바스 피자 골드링 P,0,0,1,0
감바스 피자 치즈롤 L,0,0,1,0
감바스 피자 치즈롤 F,0,0,1,0
감바스 피자 치즈롤 P,0,0,1,0
하쿠나 마타타 씬 F,0,0,1,0
치킨스트립,1,0,0,0
파파스윙,1,0,0,0
파파스 파스타 미트,0,0,0,0
파파스 파스타 화이트,0,0,0,0
베이컨치즈스틱,0,0,0,0
더블초코칩브라우니,0,0,0,0
파파 베이크 불고기,0,0,0,0
파파 베이크 핫치킨,0,0,0,1
파파 가든 샐러드,0,0,0,0
허니머스타드,0,0,0,0
갈릭 디핑소스,0,0,0,0
요거트 드레싱,0,0,0,0
와규 에디션2,0,0,1,0
더블X2,0,0,0,0
모짜렐라 인 더 버거   베이컨,0,0,0,0
AZ버거 오리지널,0,0,0,0
모짜렐라 인 더 버거   더블,0,0,0,0
모짜렐라 인 더 버거   해쉬,0,0,0,0
원조빅불,0,0,0,0
핫크리스피버거,0,0,0,1
한우불고기버거,0,0,0,0
불고기버거,0,0,0,0
오징어버거,0,0,0,0
새우버거,0,0,0,0
치킨버거,0,0,0,0
T REX 버거,0,0,0,0
비프바베큐버거,0,0,0,0
클래식 치즈버거,0,0,0,0
데리버거,0,0,0,0
치킨휠레 4조각,1,0,0,0
화이어윙 2조각,1,0,0,0
화이어윙 4조각,1,0,0,0
치킨1조각,1,0,0,0
치킨휠레 2조각,1,0,0,0
토네이도 흑당,0,0,0,1
지파이 하바네로 L,1,0,0,0
지파이 고소한맛,1,0,0,0
베리베리 팥빙수,0,0,0,1
치킨너겟,1,0,0,0
롱 치즈스틱,0,0,0,0
해쉬브라운,0,0,0,0
선데아이스크림 스트로베리,0,0,0,1
쉑쉑치킨 칠리,1,0,0,0
쉑쉑치킨 치즈,1,0,0,0
쉑쉑치킨 어니언,1,0,0,0
양념감자,0,0,0,0
오징어링,0,0,0,0
내추럴치즈스틱,0,0,0,0
포테이토,0,0,0,0
초코쿠키 토네이도,0,0,0,1
녹차 토네이도,0,0,0,1
스트로베리 토네이도,0,0,0,1
소프트콘,0,0,0,1
아이스티,0,0,0,1
땡모반,0,0,0,1
핫아메리카노,0,0,0,1
밀크쉐이크 딸기,0,0,0,1
밀크쉐이크 초코,0,0,0,1
밀크쉐이크 바닐라,0,0,0,1
아메리카노 T,0,0,0,1
흑임자 크림 더블샷 ICE,0,0,0,1
커스터드 플랫라떼,0,0,0,1
커스터드 크림샷 ICE,0,0,0,1
헤이 블랙 카푸치노 ICE,0,0,0,1
헤이 더블샷 ICE,0,0,0,1
헤이즐넛 라떼 ICE,0,0,0,1
헤이즐넛 라떼,0,0,0,1
아몬드 크림 콜드브루 ICE,0,0,0,1
콜드브루 ICE,0,0,0,1
콜드브루 온더락 ICE,0,0,0,1
아몬드 비엔나 커피,0,0,0,1
돌체 라떼 ICE,0,0,0,1
